% 1. Title of Database: Blocks Classification
% 2. Sources:
%    (a) Donato Malerba
%        Dipartimento di Informatica
%        University of Bari
%        via Orabona 4
%        70126 Bari - Italy
%        phone: +39 - 80 - 5443269
%        fax: +39 - 80 - 5443196
%        malerbad@vm.csata.it
%    (b) Donor: Donato Malerba
%    (c) Date: July 1995
% 3. Past Usage:
%    This data set have been used to try different simplification methods
%    for decision trees. A summary of the results can be found in:
% 
%    Malerba, D., Esposito, F., and Semeraro, G.
%    "A Further Comparison of Simplification Methods for Decision-Tree Induction."
%    In D. Fisher and H. Lenz (Eds.), "Learning  from Data: 
%    Artificial Intelligence and Statistics V", Lecture Notes in Statistics,
%    Springer Verlag, Berlin, 1995.
% 
%    The problem consists in classifying all the blocks of the page
%    layout of a document that has been detected by a segmentation
%    process. This is an essential step in document analysis
%    in order to separate text from graphic areas. Indeed, 
%    the five classes are: text (1), horizontal line (2),
%    picture (3), vertical line (4) and graphic (5).
%    For a detailed presentation of the problem see:
% 
%     Esposito F., Malerba D., & Semeraro G.
%   Multistrategy Learning for Document Recognition
%          Applied Artificial Intelligence, 8, pp. 33-84, 1994
% 
%    All instances have been personally checked so that
%    low noise is present in the data.
% 
% 4. Relevant Information Paragraph:
% 
%    The 5473 examples comes from 54 distinct documents. 
%    Each observation concerns one block. 
%    All attributes are numeric.
%    Data are in a format readable by C4.5.
% 
% 5. Number of Instances: 5473.
% 
% 6. Number of Attributes 
% 
%    height:   integer.         | Height of the block.
%    lenght:   integer.     | Length of the block. 
%    area:     integer.    | Area of the block (height * lenght);
%    eccen:    continuous.  | Eccentricity of the block (lenght / height);
%    p_black:  continuous.  | Percentage of black pixels within the block (blackpix / area);
%    p_and:    continuous.        | Percentage of black pixels after the application of the Run Length Smoothing Algorithm (RLSA) (blackand / area);
%    mean_tr:  continuous.      | Mean number of white-black transitions (blackpix / wb_trans);
%    blackpix: integer.    | Total number of black pixels in the original bitmap of the block.
%    blackand: integer.        | Total number of black pixels in the bitmap of the block after the RLSA.
%    wb_trans: integer.          | Number of white-black transitions in the original bitmap of the block.
% 
% 
% 
% 7. Missing Attribute Values:  No missing value.
% 
% 8. Class Distribution: 
% 
%                                            Valid    Cum
%    Class               Frequency  Percent  Percent  Percent
%  
% text                      4913     89.8     89.8     89.8
% horiz. line                329      6.0      6.0     95.8
% graphic                     28       .5       .5     96.3
% vert. line                  88      1.6      1.6     97.9
% picture                    115      2.1      2.1    100.0
%                                 -------  -------  -------
%                         TOTAL      5473    100.0    100.0
% 
% Summary Statistics:
% 
% Variable      Mean    Std Dev   Minimum   Maximum   Correlation 
% 
% HEIGHT       10.47      18.96         1       804         .3510
% LENGTH       89.57     114.72         1       553        -.0045
% AREA       1198.41    4849.38         7    143993         .2343
% ECCEN        13.75      30.70      .007    537.00         .0992
% P_BLACK        .37        .18      .052      1.00         .2130
% P_AND          .79        .17      .062      1.00        -.1771
% MEAN_TR       6.22      69.08      1.00   4955.00         .0723
% BLACKPIX    365.93    1270.33         7     33017         .1656
% BLACKAND    741.11    1881.50         7     46133         .1565
% WB_TRANS    106.66     167.31         1      3212         .0337
% 
% 
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
% 
@relation page-blocks
@attribute height {<=101.375,(101.375;201.75],(201.75;302.125],(302.125;402.5],(402.5;502.875],(502.875;603.25],(603.25;703.625],>703.625}
@attribute lenght {<=70.0,(70.0;139.0],(139.0;208.0],(208.0;277.0],(277.0;346.0],(346.0;415.0],(415.0;484.0],>484.0}
@attribute area {<=18005.2,(18005.2;36003.5],(36003.5;54001.7],(54001.7;72000.0],(72000.0;89998.2],(89998.2;107996.],(107996.;125994.],>125994.}
@attribute eccen {<=67.1311,(67.1311;134.255],(134.255;201.379],(201.379;268.503],(268.503;335.627],(335.627;402.751],(402.751;469.875],>469.875}
@attribute p_black {<=0.1705,(0.1705;0.289],(0.289;0.4075],(0.4075;0.526],(0.526;0.6445],(0.6445;0.763],(0.763;0.8815],>0.8815}
@attribute p_and {<=0.17925,(0.17925;0.2965],(0.2965;0.41375],(0.41375;0.531],(0.531;0.64825],(0.64825;0.7655],(0.7655;0.88275],>0.88275}
@attribute mean_tr {<=620.25,(620.25;1239.5],(1239.5;1858.75],(1858.75;2478.0],(2478.0;3097.25],(3097.25;3716.5],(3716.5;4335.75],>4335.75}
@attribute blackpix {<=4133.25,(4133.25;8259.5],(8259.5;12385.7],(12385.7;16512.0],(16512.0;20638.2],(20638.2;24764.5],(24764.5;28890.7],>28890.7}
@attribute blackand {<=5772.75,(5772.75;11538.5],(11538.5;17304.2],(17304.2;23070.0],(23070.0;28835.7],(28835.7;34601.5],(34601.5;40367.2],>40367.2}
@attribute wb_trans {<=402.375,(402.375;803.75],(803.75;1205.12],(1205.12;1606.5],(1606.5;2007.87],(2007.87;2409.25],(2409.25;2810.62],>2810.62}
@attribute class {1,2,3,4,5}

@data
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(346.0;415.0],<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,(201.379;268.503],(0.526;0.6445],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.6445;0.763],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,5
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,(5772.75;11538.5],(402.375;803.75],1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.4075;0.526],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.4075;0.526],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,3
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,(201.379;268.503],(0.526;0.6445],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,<=0.1705,(0.2965;0.41375],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,<=0.1705,(0.17925;0.2965],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,(268.503;335.627],(0.4075;0.526],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,<=0.1705,(0.2965;0.41375],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(346.0;415.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(346.0;415.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.2965;0.41375],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,(201.379;268.503],(0.4075;0.526],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,(134.255;201.379],(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,(201.379;268.503],(0.526;0.6445],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.6445;0.763],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,5
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,(5772.75;11538.5],<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.4075;0.526],>0.88275,<=620.25,<=4133.25,(5772.75;11538.5],(402.375;803.75],1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.4075;0.526],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.4075;0.526],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,3
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.289;0.4075],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,(134.255;201.379],(0.289;0.4075],(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.4075;0.526],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.289;0.4075],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(415.0;484.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.2965;0.41375],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,<=0.1705,(0.2965;0.41375],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.2965;0.41375],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,(67.1311;134.255],(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,>484.0,<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,(402.375;803.75],1
<=101.375,>484.0,<=18005.2,(201.379;268.503],(0.526;0.6445],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,2
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,(67.1311;134.255],(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.531;0.64825],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(277.0;346.0],<=18005.2,<=67.1311,<=0.1705,(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(139.0;208.0],<=18005.2,<=67.1311,<=0.1705,(0.7655;0.88275],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,<=0.1705,(0.41375;0.531],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,<=70.0,<=18005.2,<=67.1311,(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,(67.1311;134.255],(0.1705;0.289],>0.88275,<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(70.0;139.0],<=18005.2,<=67.1311,(0.1705;0.289],(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
<=101.375,(208.0;277.0],<=18005.2,<=67.1311,<=0.1705,(0.64825;0.7655],<=620.25,<=4133.25,<=5772.75,<=402.375,1
