% 1. Title: Image Segmentation data
% 
% 2. Source Information
%    -- Creators: Vision Group, University of Massachusetts
%    -- Donor: Vision Group (Carla Brodley, brodley@cs.umass.edu)
%    -- Date: November, 1990
%  
% 3. Past Usage: None yet published
% 
% 4. Relevant Information:
% 
%    The instances were drawn randomly from a database of 7 outdoor 
%    images.  The images were handsegmented to create a classification
%    for every pixel.  
% 
%    Each instance is a 3x3 region.
% 
% 5. Number of Instances: Training data: 210  Test data: 2100
% 
% 6. Number of Attributes: 19 continuous attributes
% 
% 7. Attribute Information:
% 
%     1.  region-centroid-col:  the column of the center pixel of the region.
%     2.  region-centroid-row:  the row of the center pixel of the region.
%     3.  region-pixel-count:  the number of pixels in a region = 9.
%     4.  short-line-density-5:  the results of a line extractoin algorithm that 
%          counts how many lines of length 5 (any orientation) with
%          low contrast, less than or equal to 5, go through the region.
%     5.  short-line-density-2:  same as short-line-density-5 but counts lines
%          of high contrast, greater than 5.
%     6.  vedge-mean:  measure the contrast of horizontally
%          adjacent pixels in the region.  There are 6, the mean and 
%          standard deviation are given.  This attribute is used as
%         a vertical edge detector.
%     7.  vegde-sd:  (see 6)
%     8.  hedge-mean:  measures the contrast of vertically adjacent
%           pixels. Used for horizontal line detection. 
%     9.  hedge-sd: (see 8).
%     10. intensity-mean:  the average over the region of (R + G + B)/3
%     11. rawred-mean: the average over the region of the R value.
%     12. rawblue-mean: the average over the region of the B value.
%     13. rawgreen-mean: the average over the region of the G value.
%     14. exred-mean: measure the excess red:  (2R - (G + B))
%     15. exblue-mean: measure the excess blue:  (2B - (G + R))
%     16. exgreen-mean: measure the excess green:  (2G - (R + B))
%     17. value-mean:  3-d nonlinear transformation
%          of RGB. (Algorithm can be found in Foley and VanDam, Fundamentals
%          of Interactive Computer Graphics)
%     18. saturatoin-mean:  (see 17)
%     19. hue-mean:  (see 17)
% 
% 8. Missing Attribute Values: None
% 
% 9. Class Distribution: 
% 
%    Classes:  brickface, sky, foliage, cement, window, path, grass.
% 
%    30 instances per class for training data.
%    300 instances per class for test data.
% 
% 
% 
% 
% 
% Relabeled values in attribute class
%    From: 1                       To: brickface           
%    From: 2                       To: sky                 
%    From: 3                       To: foliage             
%    From: 4                       To: cement              
%    From: 5                       To: window              
%    From: 6                       To: path                
%    From: 7                       To: grass               
% 
@relation segment
@attribute region-centroid-col {<=32.625,(32.625;64.25],(64.25;95.875],(95.875;127.5],(127.5;159.125],(159.125;190.75],(190.75;222.375],>222.375}
@attribute region-centroid-row {<=41.0,(41.0;71.0],(71.0;101.0],(101.0;131.0],(131.0;161.0],(161.0;191.0],(191.0;221.0],>221.0}
@attribute region-pixel-count {<=9.0,(9.0;9.0],(9.0;9.0],(9.0;9.0],(9.0;9.0],(9.0;9.0],(9.0;9.0],>9.0}
@attribute short-line-density-5 {<=0.04166,(0.04166;0.08333],(0.08333;0.12499],(0.12499;0.16666],(0.16666;0.20833],(0.20833;0.24999],(0.24999;0.29166],>0.29166}
@attribute short-line-density-2 {<=0.02777,(0.02777;0.05555],(0.05555;0.08333],(0.08333;0.11111],(0.11111;0.13888],(0.13888;0.16666],(0.16666;0.19444],>0.19444}
@attribute vedge-mean {<=3.65277,(3.65277;7.30555],(7.30555;10.9583],(10.9583;14.6111],(14.6111;18.2638],(18.2638;21.9166],(21.9166;25.5694],>25.5694}
@attribute vegde-sd {<=123.964,(123.964;247.929],(247.929;371.894],(371.894;495.859],(495.859;619.823],(619.823;743.788],(743.788;867.753],>867.753}
@attribute hedge-mean {<=5.59027,(5.59027;11.1805],(11.1805;16.7708],(16.7708;22.3611],(22.3611;27.9513],(27.9513;33.5416],(33.5416;39.1319],>39.1319}
@attribute hedge-sd {<=173.291,(173.291;346.582],(346.582;519.873],(519.873;693.164],(693.164;866.456],(866.456;1039.74],(1039.74;1213.03],>1213.03}
@attribute intensity-mean {<=17.9305,(17.9305;35.861],(35.861;53.7915],(53.7915;71.722],(71.722;89.6525],(89.6525;107.583],(107.583;125.513],>125.513}
@attribute rawred-mean {<=17.1388,(17.1388;34.2777],(34.2777;51.4166],(51.4166;68.5555],(68.5555;85.6943],(85.6943;102.833],(102.833;119.972],>119.972}
@attribute rawblue-mean {<=18.8611,(18.8611;37.7222],(37.7222;56.5833],(56.5833;75.4445],(75.4445;94.3056],(94.3056;113.166],(113.166;132.027],>132.027}
@attribute rawgreen-mean {<=17.8195,(17.8195;35.639],(35.639;53.4585],(53.4585;71.278],(71.278;89.0975],(89.0975;106.917],(106.917;124.736],>124.736}
@attribute exred-mean {<=-42.222,(-42.222;-34.777],(-34.777;-27.333],(-27.333;-19.888],(-19.888;-12.444],(-12.444;-5.0000],(-5.0000;2.44444],>2.44444}
@attribute exblue-mean {<=-0.6388,(-0.6388;11.1667],(11.1667;22.9722],(22.9722;34.7778],(34.7778;46.5833],(46.5833;58.3889],(58.3889;70.1944],>70.1944}
@attribute exgreen-mean {<=-26.569,(-26.569;-19.25],(-19.25;-11.930],(-11.930;-4.6111],(-4.6111;2.70835],(2.70835;10.0278],(10.0278;17.3472],>17.3472}
@attribute value-mean {<=18.8611,(18.8611;37.7222],(37.7222;56.5833],(56.5833;75.4445],(75.4445;94.3056],(94.3056;113.166],(113.166;132.027],>132.027}
@attribute saturation-mean {<=0.125,(0.125;0.25],(0.25;0.375],(0.375;0.5],(0.5;0.625],(0.625;0.75],(0.75;0.875],>0.875}
@attribute hue-mean {<=-2.2995,(-2.2995;-1.5550],(-1.5550;-0.8104],(-0.8104;-0.0658],(-0.0658;0.67873],(0.67873;1.42331],(1.42331;2.16789],>2.16789}
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
<=32.625,(41.0;71.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(107.583;125.513],(102.833;119.972],>132.027,(106.917;124.736],(-27.333;-19.888],(46.5833;58.3889],(-26.569;-19.25],>132.027,(0.125;0.25],(-2.2995;-1.5550],sky
(159.125;190.75],(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,>125.513,>119.972,>132.027,>124.736,(-27.333;-19.888],(34.7778;46.5833],(-19.25;-11.930],>132.027,(0.125;0.25],<=-2.2995,sky
(127.5;159.125],(161.0;191.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(53.7915;71.722],(51.4166;68.5555],(56.5833;75.4445],(35.639;53.4585],(-27.333;-19.888],(34.7778;46.5833],(-26.569;-19.25],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],path
(159.125;190.75],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,(3.65277;7.30555],<=123.964,(5.59027;11.1805],<=173.291,(35.861;53.7915],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-19.888;-12.444],(22.9722;34.7778],(-19.25;-11.930],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],path
(190.75;222.375],(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(17.8195;35.639],(-12.444;-5.0000],(22.9722;34.7778],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
(32.625;64.25],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,>0.875,(-2.2995;-1.5550],window
(127.5;159.125],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(53.7915;71.722],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-27.333;-19.888],(34.7778;46.5833],(-26.569;-19.25],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],path
(127.5;159.125],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(53.7915;71.722],(51.4166;68.5555],(75.4445;94.3056],(53.4585;71.278],(-27.333;-19.888],(34.7778;46.5833],(-26.569;-19.25],(75.4445;94.3056],(0.25;0.375],(-2.2995;-1.5550],path
<=32.625,(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-11.930;-4.6111],<=18.8611,(0.5;0.625],(-1.5550;-0.8104],brickface
(95.875;127.5],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-12.444;-5.0000],<=-0.6388,(10.0278;17.3472],<=18.8611,(0.5;0.625],>2.16789,grass
(127.5;159.125],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,(16.7708;22.3611],<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(35.639;53.4585],(-19.888;-12.444],(22.9722;34.7778],(-11.930;-4.6111],(37.7222;56.5833],(0.25;0.375],<=-2.2995,path
<=32.625,(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,(11.1805;16.7708],<=173.291,(17.9305;35.861],(17.1388;34.2777],(18.8611;37.7222],(17.8195;35.639],(-12.444;-5.0000],(11.1667;22.9722],(-11.930;-4.6111],(18.8611;37.7222],(0.125;0.25],(-2.2995;-1.5550],path
(64.25;95.875],<=41.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(107.583;125.513],(85.6943;102.833],(113.166;132.027],(89.0975;106.917],<=-42.222,(46.5833;58.3889],(-11.930;-4.6111],(113.166;132.027],(0.25;0.375],<=-2.2995,sky
(64.25;95.875],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-19.888;-12.444],(22.9722;34.7778],(-26.569;-19.25],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],path
<=32.625,(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,(0.375;0.5],<=-2.2995,foliage
(127.5;159.125],(191.0;221.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],<=17.1388,<=18.8611,(17.8195;35.639],(-12.444;-5.0000],<=-0.6388,>17.3472,(18.8611;37.7222],(0.375;0.5],>2.16789,grass
>222.375,(41.0;71.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,>125.513,>119.972,>132.027,>124.736,(-19.888;-12.444],(22.9722;34.7778],(-19.25;-11.930],>132.027,<=0.125,(-2.2995;-1.5550],sky
(64.25;95.875],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,(17.8195;35.639],(-12.444;-5.0000],<=-0.6388,(10.0278;17.3472],<=18.8611,(0.375;0.5],>2.16789,grass
(190.75;222.375],(161.0;191.0],<=9.0,<=0.04166,(0.08333;0.11111],<=3.65277,<=123.964,<=5.59027,<=173.291,(53.7915;71.722],(51.4166;68.5555],(75.4445;94.3056],(35.639;53.4585],(-27.333;-19.888],(34.7778;46.5833],(-26.569;-19.25],(75.4445;94.3056],(0.25;0.375],(-2.2995;-1.5550],path
(32.625;64.25],(71.0;101.0],<=9.0,<=0.04166,(0.08333;0.11111],(14.6111;18.2638],<=123.964,(22.3611;27.9513],<=173.291,(53.7915;71.722],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-27.333;-19.888],(22.9722;34.7778],(-11.930;-4.6111],(56.5833;75.4445],(0.25;0.375],<=-2.2995,foliage
(95.875;127.5],(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-12.444;-5.0000],(11.1667;22.9722],(-4.6111;2.70835],<=18.8611,>0.875,(-2.2995;-1.5550],foliage
(159.125;190.75],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,(17.8195;35.639],(-19.888;-12.444],<=-0.6388,(10.0278;17.3472],(18.8611;37.7222],(0.375;0.5],>2.16789,grass
(190.75;222.375],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],(17.1388;34.2777],(37.7222;56.5833],(17.8195;35.639],(-27.333;-19.888],(34.7778;46.5833],(-19.25;-11.930],(37.7222;56.5833],(0.375;0.5],(-2.2995;-1.5550],cement
(95.875;127.5],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],<=17.1388,<=18.8611,(17.8195;35.639],(-19.888;-12.444],<=-0.6388,>17.3472,(18.8611;37.7222],(0.375;0.5],>2.16789,grass
>222.375,(161.0;191.0],<=9.0,<=0.04166,(0.08333;0.11111],<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-19.888;-12.444],(34.7778;46.5833],(-26.569;-19.25],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],path
(95.875;127.5],(41.0;71.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(107.583;125.513],(102.833;119.972],>132.027,(106.917;124.736],(-42.222;-34.777],(46.5833;58.3889],(-19.25;-11.930],>132.027,(0.125;0.25],<=-2.2995,sky
<=32.625,(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,(0.375;0.5],(-2.2995;-1.5550],foliage
(190.75;222.375],(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-19.888;-12.444],(22.9722;34.7778],(-19.25;-11.930],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],cement
(190.75;222.375],(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,(11.1805;16.7708],<=173.291,(35.861;53.7915],(17.1388;34.2777],(37.7222;56.5833],(17.8195;35.639],(-12.444;-5.0000],(11.1667;22.9722],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
(190.75;222.375],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-19.888;-12.444],(22.9722;34.7778],(-26.569;-19.25],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],path
<=32.625,(131.0;161.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-12.444;-5.0000],(11.1667;22.9722],(-4.6111;2.70835],<=18.8611,(0.75;0.875],<=-2.2995,foliage
>222.375,<=41.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(107.583;125.513],(102.833;119.972],>132.027,(106.917;124.736],(-42.222;-34.777],(46.5833;58.3889],(-19.25;-11.930],>132.027,(0.125;0.25],<=-2.2995,sky
(95.875;127.5],(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],<=17.1388,(18.8611;37.7222],<=17.8195,(-19.888;-12.444],(22.9722;34.7778],(-19.25;-11.930],(18.8611;37.7222],(0.375;0.5],(-2.2995;-1.5550],window
>222.375,(101.0;131.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,(18.8611;37.7222],<=17.8195,(-12.444;-5.0000],(11.1667;22.9722],(-11.930;-4.6111],(18.8611;37.7222],(0.375;0.5],(-2.2995;-1.5550],window
(95.875;127.5],(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],<=17.1388,(18.8611;37.7222],<=17.8195,(-19.888;-12.444],(22.9722;34.7778],(-19.25;-11.930],(18.8611;37.7222],(0.375;0.5],(-2.2995;-1.5550],window
(95.875;127.5],(191.0;221.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,(17.8195;35.639],(-12.444;-5.0000],<=-0.6388,(10.0278;17.3472],(18.8611;37.7222],(0.375;0.5],>2.16789,grass
(95.875;127.5],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(53.7915;71.722],(51.4166;68.5555],(75.4445;94.3056],(53.4585;71.278],(-27.333;-19.888],(46.5833;58.3889],(-26.569;-19.25],(75.4445;94.3056],(0.25;0.375],(-2.2995;-1.5550],path
>222.375,(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,(5.59027;11.1805],<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(35.639;53.4585],(-19.888;-12.444],(34.7778;46.5833],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
>222.375,(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(35.639;53.4585],(-5.0000;2.44444],(11.1667;22.9722],(-11.930;-4.6111],(37.7222;56.5833],(0.125;0.25],(-2.2995;-1.5550],cement
<=32.625,(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-19.888;-12.444],(11.1667;22.9722],(-4.6111;2.70835],<=18.8611,(0.75;0.875],<=-2.2995,foliage
(64.25;95.875],(71.0;101.0],<=9.0,<=0.04166,(0.08333;0.11111],(21.9166;25.5694],(495.859;619.823],>39.1319,>1213.03,(53.7915;71.722],(51.4166;68.5555],(75.4445;94.3056],(53.4585;71.278],(-27.333;-19.888],(22.9722;34.7778],(-11.930;-4.6111],(75.4445;94.3056],(0.25;0.375],<=-2.2995,foliage
<=32.625,(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,>2.44444,(-0.6388;11.1667],(-11.930;-4.6111],<=18.8611,(0.5;0.625],(-1.5550;-0.8104],brickface
(64.25;95.875],(71.0;101.0],<=9.0,(0.08333;0.12499],<=0.02777,(3.65277;7.30555],<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(56.5833;75.4445],(35.639;53.4585],(-27.333;-19.888],(34.7778;46.5833],(-19.25;-11.930],(56.5833;75.4445],(0.25;0.375],(-2.2995;-1.5550],cement
(32.625;64.25],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-12.444;-5.0000],(-0.6388;11.1667],(2.70835;10.0278],<=18.8611,(0.25;0.375],>2.16789,grass
(32.625;64.25],(71.0;101.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(89.6525;107.583],(85.6943;102.833],(113.166;132.027],(89.0975;106.917],(-42.222;-34.777],(46.5833;58.3889],(-19.25;-11.930],(113.166;132.027],(0.25;0.375],<=-2.2995,sky
>222.375,(191.0;221.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,(17.8195;35.639],(-12.444;-5.0000],<=-0.6388,(10.0278;17.3472],(18.8611;37.7222],(0.375;0.5],>2.16789,grass
(127.5;159.125],(101.0;131.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],(17.1388;34.2777],(18.8611;37.7222],<=17.8195,(-5.0000;2.44444],(11.1667;22.9722],(-19.25;-11.930],(18.8611;37.7222],(0.375;0.5],(-2.2995;-1.5550],brickface
(190.75;222.375],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,>0.875,(-2.2995;-1.5550],window
(95.875;127.5],<=41.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,>125.513,(102.833;119.972],>132.027,(106.917;124.736],(-34.777;-27.333],(34.7778;46.5833],(-19.25;-11.930],>132.027,(0.125;0.25],<=-2.2995,sky
(159.125;190.75],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,>0.875,(-2.2995;-1.5550],window
>222.375,(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(35.639;53.4585],(-19.888;-12.444],(34.7778;46.5833],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
(127.5;159.125],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,(5.59027;11.1805],<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-12.444;-5.0000],(-0.6388;11.1667],(-11.930;-4.6111],<=18.8611,(0.375;0.5],(-2.2995;-1.5550],window
(64.25;95.875],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-12.444;-5.0000],<=-0.6388,(10.0278;17.3472],<=18.8611,(0.375;0.5],>2.16789,grass
(32.625;64.25],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],<=17.1388,<=18.8611,(17.8195;35.639],(-12.444;-5.0000],<=-0.6388,(10.0278;17.3472],(18.8611;37.7222],(0.25;0.375],(1.42331;2.16789],grass
(190.75;222.375],(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(35.639;53.4585],(-12.444;-5.0000],(22.9722;34.7778],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
(127.5;159.125],(101.0;131.0],<=9.0,(0.08333;0.12499],<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(35.639;53.4585],(-19.888;-12.444],(22.9722;34.7778],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
(32.625;64.25],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,(17.8195;35.639],(-5.0000;2.44444],<=-0.6388,(10.0278;17.3472],(18.8611;37.7222],(0.375;0.5],(1.42331;2.16789],grass
(159.125;190.75],(41.0;71.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(107.583;125.513],(102.833;119.972],>132.027,(106.917;124.736],(-34.777;-27.333],(46.5833;58.3889],(-19.25;-11.930],>132.027,(0.125;0.25],<=-2.2995,sky
(190.75;222.375],(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,(18.8611;37.7222],<=17.8195,(-12.444;-5.0000],(22.9722;34.7778],(-11.930;-4.6111],(18.8611;37.7222],(0.375;0.5],(-2.2995;-1.5550],window
(95.875;127.5],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,>0.875,(-2.2995;-1.5550],window
(32.625;64.25],(131.0;161.0],<=9.0,<=0.04166,<=0.02777,(3.65277;7.30555],<=123.964,<=5.59027,<=173.291,(17.9305;35.861],(17.1388;34.2777],(18.8611;37.7222],(17.8195;35.639],(-5.0000;2.44444],(11.1667;22.9722],(-11.930;-4.6111],(18.8611;37.7222],(0.25;0.375],(-2.2995;-1.5550],cement
(95.875;127.5],>221.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],<=-0.6388,(10.0278;17.3472],<=18.8611,(0.5;0.625],(1.42331;2.16789],grass
(127.5;159.125],(161.0;191.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,(17.8195;35.639],(-12.444;-5.0000],(-0.6388;11.1667],(2.70835;10.0278],(18.8611;37.7222],(0.25;0.375],>2.16789,grass
(190.75;222.375],(71.0;101.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(35.861;53.7915],(34.2777;51.4166],(37.7222;56.5833],(17.8195;35.639],(-12.444;-5.0000],(22.9722;34.7778],(-19.25;-11.930],(37.7222;56.5833],(0.25;0.375],(-2.2995;-1.5550],cement
(32.625;64.25],<=41.0,<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,>125.513,>119.972,>132.027,>124.736,(-34.777;-27.333],(34.7778;46.5833],(-11.930;-4.6111],>132.027,(0.125;0.25],<=-2.2995,sky
(127.5;159.125],(41.0;71.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(89.6525;107.583],(68.5555;85.6943],(113.166;132.027],(89.0975;106.917],(-42.222;-34.777],(58.3889;70.1944],(-26.569;-19.25],(113.166;132.027],(0.25;0.375],(-2.2995;-1.5550],sky
>222.375,(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,(17.9305;35.861],(17.1388;34.2777],(18.8611;37.7222],(17.8195;35.639],(-12.444;-5.0000],(11.1667;22.9722],(-11.930;-4.6111],(18.8611;37.7222],(0.25;0.375],(-2.2995;-1.5550],window
>222.375,(101.0;131.0],<=9.0,<=0.04166,<=0.02777,<=3.65277,<=123.964,<=5.59027,<=173.291,<=17.9305,<=17.1388,<=18.8611,<=17.8195,(-5.0000;2.44444],(-0.6388;11.1667],(-4.6111;2.70835],<=18.8611,<=0.125,(-0.0658;0.67873],window
