% This is a dataset obtained from the StatLib repository. Here is the included description:
% 
% The data provided are daily stock prices from January 1988 through October 1991, for ten aerospace companies.
% 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: StatLib repository. 
% Characteristics: 950 cases, 10 continuous attributes
@relation stock
@attribute company1 {<=25.063,(25.063;27.719],(27.719;33.672],(33.672;38.75],(38.75;44.375],(44.375;46.875],(46.875;48.875],>48.875}
@attribute company2 {<=26.25,(26.25;35.25],(35.25;40.125],(40.125;48.75],(48.75;51.0],(51.0;53.125],(53.125;56.25],>56.25}
@attribute company3 {<=15.125,(15.125;16.0],(16.0;17.875],(17.875;19.375],(19.375;20.0],(20.0;20.875],(20.875;21.75],>21.75}
@attribute company4 {<=39.75,(39.75;41.375],(41.375;42.75],(42.75;43.875],(43.875;45.5],(45.5;48.125],(48.125;52.75],>52.75}
@attribute company5 {<=43.5,(43.5;49.625],(49.625;55.125],(55.125;61.625],(61.625;64.0],(64.0;71.375],(71.375;78.0],>78.0}
@attribute company6 {<=16.75,(16.75;18.0],(18.0;22.75],(22.75;25.625],(25.625;27.125],(27.125;28.875],(28.875;30.0],>30.0}
@attribute company7 {<=63.75,(63.75;65.625],(65.625;67.0],(67.0;68.625],(68.625;70.5],(70.5;76.0],(76.0;80.5],>80.5}
@attribute company8 {<=19.875,(19.875;21.25],(21.25;22.0],(22.0;22.5],(22.5;24.375],(24.375;26.25],(26.25;27.125],>27.125}
@attribute company9 {<=39.125,(39.125;41.75],(41.75;43.25],(43.25;44.75],(44.75;46.125],(46.125;47.625],(47.625;48.75],>48.75}
@attribute class {<=40.125,(40.125;45.0],(45.0;48.375],(48.375;53.5],>53.5}

@data
(27.719;33.672],(53.125;56.25],(20.0;20.875],(43.875;45.5],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(43.25;44.75],(45.0;48.375]
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(43.25;44.75],(40.125;45.0]
(25.063;27.719],(48.75;51.0],(20.0;20.875],(42.75;43.875],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(43.25;44.75],(40.125;45.0]
(33.672;38.75],>56.25,>21.75,(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(43.25;44.75],(48.375;53.5]
<=25.063,(53.125;56.25],(19.375;20.0],(41.375;42.75],(55.125;61.625],(28.875;30.0],<=63.75,<=19.875,(43.25;44.75],<=40.125
(27.719;33.672],(53.125;56.25],(20.875;21.75],(43.875;45.5],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(25.063;27.719],(48.75;51.0],(20.0;20.875],(42.75;43.875],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
<=25.063,(53.125;56.25],(19.375;20.0],(41.375;42.75],(55.125;61.625],(27.125;28.875],<=63.75,<=19.875,(44.75;46.125],<=40.125
(27.719;33.672],>56.25,(20.875;21.75],(45.5;48.125],(71.375;78.0],(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(53.125;56.25],>21.75,(43.875;45.5],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(53.125;56.25],(20.875;21.75],(45.5;48.125],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(44.375;46.875],(40.125;48.75],(19.375;20.0],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(26.25;27.125],(44.75;46.125],(45.0;48.375]
(44.375;46.875],(40.125;48.75],(19.375;20.0],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(24.375;26.25],(44.75;46.125],(45.0;48.375]
(27.719;33.672],(51.0;53.125],(20.875;21.75],(43.875;45.5],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(25.063;27.719],(48.75;51.0],(19.375;20.0],(41.375;42.75],>78.0,(27.125;28.875],(65.625;67.0],(19.875;21.25],(44.75;46.125],(40.125;45.0]
(33.672;38.75],(53.125;56.25],(20.0;20.875],(43.875;45.5],>78.0,(25.625;27.125],(68.625;70.5],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(27.719;33.672],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(68.625;70.5],(22.0;22.5],(44.75;46.125],(45.0;48.375]
(27.719;33.672],(53.125;56.25],(20.875;21.75],(45.5;48.125],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(48.75;51.0],(19.375;20.0],(42.75;43.875],>78.0,(25.625;27.125],(68.625;70.5],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,>21.75,(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(25.063;27.719],(53.125;56.25],(20.875;21.75],(39.75;41.375],(61.625;64.0],>30.0,(63.75;65.625],(19.875;21.25],(44.75;46.125],<=40.125
(27.719;33.672],(48.75;51.0],(20.0;20.875],(43.875;45.5],>78.0,(27.125;28.875],(67.0;68.625],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(44.375;46.875],(40.125;48.75],(19.375;20.0],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(24.375;26.25],(44.75;46.125],(45.0;48.375]
<=25.063,(51.0;53.125],(19.375;20.0],(39.75;41.375],(55.125;61.625],(27.125;28.875],<=63.75,<=19.875,(44.75;46.125],<=40.125
(27.719;33.672],(51.0;53.125],>21.75,(41.375;42.75],(71.375;78.0],>30.0,(70.5;76.0],(19.875;21.25],(44.75;46.125],(40.125;45.0]
(27.719;33.672],>56.25,(20.0;20.875],(45.5;48.125],>78.0,(25.625;27.125],(67.0;68.625],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(27.719;33.672],(53.125;56.25],(20.875;21.75],(45.5;48.125],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(44.375;46.875],(40.125;48.75],(19.375;20.0],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(26.25;27.125],(44.75;46.125],(45.0;48.375]
<=25.063,(53.125;56.25],(19.375;20.0],(41.375;42.75],(55.125;61.625],(27.125;28.875],<=63.75,<=19.875,(44.75;46.125],<=40.125
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],(71.375;78.0],(27.125;28.875],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(25.063;27.719],(48.75;51.0],(19.375;20.0],(42.75;43.875],>78.0,(25.625;27.125],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],>56.25,>21.75,(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(38.75;44.375],(40.125;48.75],(17.875;19.375],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(26.25;27.125],(44.75;46.125],(45.0;48.375]
(38.75;44.375],(40.125;48.75],(17.875;19.375],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(24.375;26.25],(44.75;46.125],(45.0;48.375]
>48.875,(26.25;35.25],(16.0;17.875],(41.375;42.75],<=43.5,(18.0;22.75],<=63.75,>27.125,(44.75;46.125],>53.5
(27.719;33.672],(48.75;51.0],(19.375;20.0],(41.375;42.75],>78.0,(27.125;28.875],(70.5;76.0],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(27.719;33.672],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(27.125;28.875],(67.0;68.625],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(48.75;51.0],(19.375;20.0],(42.75;43.875],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
<=25.063,(53.125;56.25],>21.75,(42.75;43.875],(64.0;71.375],(27.125;28.875],(65.625;67.0],<=19.875,(44.75;46.125],<=40.125
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(51.0;53.125],(20.875;21.75],(45.5;48.125],>78.0,(28.875;30.0],(67.0;68.625],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(53.125;56.25],(20.875;21.75],(43.875;45.5],>78.0,(27.125;28.875],(68.625;70.5],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(27.719;33.672],(53.125;56.25],>21.75,(43.875;45.5],>78.0,(27.125;28.875],(68.625;70.5],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(33.672;38.75],>56.25,>21.75,(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(53.125;56.25],(20.875;21.75],(43.875;45.5],>78.0,(28.875;30.0],(67.0;68.625],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(27.719;33.672],(53.125;56.25],(20.0;20.875],(45.5;48.125],>78.0,(25.625;27.125],(68.625;70.5],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(27.719;33.672],>56.25,>21.75,(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(48.75;51.0],(19.375;20.0],(42.75;43.875],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(48.75;51.0],(19.375;20.0],(42.75;43.875],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(48.75;51.0],(20.875;21.75],(42.75;43.875],>78.0,(28.875;30.0],(67.0;68.625],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(25.063;27.719],(51.0;53.125],(20.875;21.75],(41.375;42.75],(64.0;71.375],>30.0,(63.75;65.625],(19.875;21.25],(44.75;46.125],<=40.125
(27.719;33.672],(53.125;56.25],>21.75,(45.5;48.125],>78.0,(27.125;28.875],(68.625;70.5],(22.0;22.5],(44.75;46.125],(45.0;48.375]
(38.75;44.375],(40.125;48.75],(16.0;17.875],(39.75;41.375],(64.0;71.375],<=16.75,(67.0;68.625],(19.875;21.25],(44.75;46.125],(48.375;53.5]
>48.875,(26.25;35.25],<=15.125,(39.75;41.375],<=43.5,(16.75;18.0],<=63.75,>27.125,(44.75;46.125],>53.5
<=25.063,(53.125;56.25],>21.75,(42.75;43.875],(61.625;64.0],(27.125;28.875],(65.625;67.0],<=19.875,(44.75;46.125],<=40.125
(27.719;33.672],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(25.063;27.719],(51.0;53.125],(20.875;21.75],(39.75;41.375],(64.0;71.375],>30.0,(65.625;67.0],<=19.875,(44.75;46.125],<=40.125
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],(71.375;78.0],(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
<=25.063,(51.0;53.125],(20.0;20.875],(39.75;41.375],(55.125;61.625],(28.875;30.0],<=63.75,<=19.875,(44.75;46.125],<=40.125
(25.063;27.719],(48.75;51.0],(20.0;20.875],(42.75;43.875],>78.0,(27.125;28.875],(68.625;70.5],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],>56.25,(20.0;20.875],(43.875;45.5],>78.0,(25.625;27.125],(68.625;70.5],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(27.719;33.672],(53.125;56.25],(20.875;21.75],(45.5;48.125],>78.0,(27.125;28.875],(67.0;68.625],(21.25;22.0],(44.75;46.125],(45.0;48.375]
(44.375;46.875],(40.125;48.75],(19.375;20.0],>52.75,(55.125;61.625],(28.875;30.0],>80.5,(26.25;27.125],(44.75;46.125],(45.0;48.375]
(27.719;33.672],>56.25,(20.0;20.875],(43.875;45.5],>78.0,(25.625;27.125],(68.625;70.5],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(27.719;33.672],>56.25,(20.0;20.875],(45.5;48.125],>78.0,(27.125;28.875],(68.625;70.5],(22.0;22.5],(44.75;46.125],(45.0;48.375]
(25.063;27.719],(51.0;53.125],(20.875;21.75],(41.375;42.75],(64.0;71.375],>30.0,(65.625;67.0],(19.875;21.25],(44.75;46.125],<=40.125
(27.719;33.672],(48.75;51.0],(19.375;20.0],(42.75;43.875],>78.0,(27.125;28.875],(67.0;68.625],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(48.75;51.0],(20.875;21.75],(42.75;43.875],>78.0,(28.875;30.0],(68.625;70.5],(22.5;24.375],(44.75;46.125],(40.125;45.0]
(27.719;33.672],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,>21.75,(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(25.063;27.719],(51.0;53.125],(20.875;21.75],(39.75;41.375],(64.0;71.375],>30.0,(65.625;67.0],(19.875;21.25],(44.75;46.125],<=40.125
(38.75;44.375],(40.125;48.75],(16.0;17.875],(39.75;41.375],(64.0;71.375],(16.75;18.0],(67.0;68.625],(19.875;21.25],(44.75;46.125],(48.375;53.5]
(38.75;44.375],(40.125;48.75],(16.0;17.875],<=39.75,(64.0;71.375],<=16.75,(67.0;68.625],(19.875;21.25],(44.75;46.125],(48.375;53.5]
(25.063;27.719],(51.0;53.125],(20.875;21.75],(39.75;41.375],(64.0;71.375],>30.0,(63.75;65.625],(19.875;21.25],(44.75;46.125],<=40.125
(38.75;44.375],(40.125;48.75],(16.0;17.875],(39.75;41.375],(61.625;64.0],(16.75;18.0],(65.625;67.0],(19.875;21.25],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,>21.75,(43.875;45.5],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(38.75;44.375],(40.125;48.75],(17.875;19.375],>52.75,(49.625;55.125],(28.875;30.0],>80.5,(24.375;26.25],(44.75;46.125],(45.0;48.375]
(33.672;38.75],(53.125;56.25],(19.375;20.0],(45.5;48.125],(64.0;71.375],(18.0;22.75],>80.5,(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,(20.875;21.75],(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(48.75;51.0],(19.375;20.0],(43.875;45.5],>78.0,(27.125;28.875],(70.5;76.0],(21.25;22.0],(44.75;46.125],(45.0;48.375]
>48.875,(26.25;35.25],(15.125;16.0],(39.75;41.375],<=43.5,(18.0;22.75],<=63.75,>27.125,(44.75;46.125],>53.5
(27.719;33.672],(48.75;51.0],(19.375;20.0],(43.875;45.5],>78.0,(27.125;28.875],(67.0;68.625],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(51.0;53.125],(20.875;21.75],(39.75;41.375],(64.0;71.375],>30.0,(67.0;68.625],(19.875;21.25],(44.75;46.125],<=40.125
(27.719;33.672],(48.75;51.0],>21.75,(41.375;42.75],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
>48.875,(26.25;35.25],(17.875;19.375],(41.375;42.75],<=43.5,(18.0;22.75],<=63.75,>27.125,(44.75;46.125],>53.5
(44.375;46.875],(40.125;48.75],(19.375;20.0],>52.75,(55.125;61.625],(28.875;30.0],>80.5,(26.25;27.125],(44.75;46.125],(45.0;48.375]
(33.672;38.75],>56.25,>21.75,(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],>56.25,(20.0;20.875],(45.5;48.125],(71.375;78.0],(25.625;27.125],(70.5;76.0],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(48.75;51.0],(20.875;21.75],(41.375;42.75],(64.0;71.375],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(38.75;44.375],(40.125;48.75],(16.0;17.875],<=39.75,(64.0;71.375],(16.75;18.0],(67.0;68.625],(21.25;22.0],(44.75;46.125],(48.375;53.5]
(38.75;44.375],(40.125;48.75],(16.0;17.875],(39.75;41.375],(61.625;64.0],(16.75;18.0],(63.75;65.625],(19.875;21.25],(44.75;46.125],(48.375;53.5]
<=25.063,(51.0;53.125],(20.0;20.875],(39.75;41.375],(55.125;61.625],(28.875;30.0],<=63.75,<=19.875,(44.75;46.125],<=40.125
(27.719;33.672],(48.75;51.0],>21.75,(41.375;42.75],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,>21.75,(45.5;48.125],>78.0,(22.75;25.625],(70.5;76.0],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(51.0;53.125],(20.0;20.875],(42.75;43.875],>78.0,(27.125;28.875],(70.5;76.0],(22.5;24.375],(44.75;46.125],(40.125;45.0]
(27.719;33.672],(48.75;51.0],>21.75,(41.375;42.75],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,>21.75,(43.875;45.5],>78.0,(22.75;25.625],(70.5;76.0],(21.25;22.0],(44.75;46.125],(48.375;53.5]
>48.875,(26.25;35.25],<=15.125,(39.75;41.375],<=43.5,(16.75;18.0],(63.75;65.625],>27.125,(44.75;46.125],>53.5
(25.063;27.719],(51.0;53.125],>21.75,(42.75;43.875],(64.0;71.375],(28.875;30.0],(63.75;65.625],(19.875;21.25],(44.75;46.125],<=40.125
<=25.063,(53.125;56.25],(19.375;20.0],(39.75;41.375],(55.125;61.625],(28.875;30.0],<=63.75,<=19.875,(44.75;46.125],<=40.125
(33.672;38.75],(35.25;40.125],<=15.125,(41.375;42.75],(49.625;55.125],(16.75;18.0],(63.75;65.625],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(27.719;33.672],(48.75;51.0],(20.875;21.75],(41.375;42.75],(64.0;71.375],>30.0,(70.5;76.0],(22.0;22.5],(44.75;46.125],<=40.125
<=25.063,(51.0;53.125],(17.875;19.375],(43.875;45.5],(55.125;61.625],(28.875;30.0],(67.0;68.625],<=19.875,(44.75;46.125],<=40.125
<=25.063,(53.125;56.25],(17.875;19.375],(43.875;45.5],(61.625;64.0],(28.875;30.0],(67.0;68.625],<=19.875,(44.75;46.125],<=40.125
(27.719;33.672],(53.125;56.25],>21.75,(43.875;45.5],(71.375;78.0],>30.0,(70.5;76.0],(22.0;22.5],(44.75;46.125],(40.125;45.0]
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(76.0;80.5],(22.0;22.5],(44.75;46.125],(48.375;53.5]
(33.672;38.75],>56.25,(20.875;21.75],(45.5;48.125],(71.375;78.0],(25.625;27.125],(70.5;76.0],(22.5;24.375],(44.75;46.125],(48.375;53.5]
(25.063;27.719],(53.125;56.25],(20.875;21.75],(41.375;42.75],(64.0;71.375],>30.0,(65.625;67.0],(19.875;21.25],(44.75;46.125],<=40.125
>48.875,(26.25;35.25],(16.0;17.875],(39.75;41.375],<=43.5,(16.75;18.0],<=63.75,>27.125,(44.75;46.125],>53.5
(33.672;38.75],(35.25;40.125],<=15.125,(41.375;42.75],(55.125;61.625],(16.75;18.0],(63.75;65.625],(21.25;22.0],(46.125;47.625],(48.375;53.5]
(27.719;33.672],(51.0;53.125],(20.875;21.75],(39.75;41.375],(64.0;71.375],>30.0,(67.0;68.625],(19.875;21.25],(46.125;47.625],<=40.125
(33.672;38.75],>56.25,>21.75,(45.5;48.125],>78.0,(25.625;27.125],(70.5;76.0],(22.0;22.5],(46.125;47.625],(48.375;53.5]
<=25.063,(53.125;56.25],(20.875;21.75],(42.75;43.875],(61.625;64.0],(28.875;30.0],(63.75;65.625],(19.875;21.25],(46.125;47.625],<=40.125
(27.719;33.672],(48.75;51.0],>21.75,(41.375;42.75],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(46.125;47.625],(40.125;45.0]
(25.063;27.719],(51.0;53.125],>21.75,(42.75;43.875],(64.0;71.375],>30.0,(63.75;65.625],(19.875;21.25],(46.125;47.625],<=40.125
(25.063;27.719],(51.0;53.125],>21.75,(42.75;43.875],(64.0;71.375],(28.875;30.0],(63.75;65.625],(19.875;21.25],(46.125;47.625],<=40.125
(27.719;33.672],>56.25,(20.0;20.875],(45.5;48.125],(71.375;78.0],(25.625;27.125],(70.5;76.0],(21.25;22.0],(46.125;47.625],(48.375;53.5]
(27.719;33.672],>56.25,(20.875;21.75],(45.5;48.125],(71.375;78.0],(25.625;27.125],(70.5;76.0],(22.0;22.5],(46.125;47.625],(48.375;53.5]
(27.719;33.672],>56.25,(20.875;21.75],(45.5;48.125],>78.0,(25.625;27.125],(76.0;80.5],(21.25;22.0],(46.125;47.625],(48.375;53.5]
(25.063;27.719],(53.125;56.25],>21.75,(41.375;42.75],(64.0;71.375],>30.0,(63.75;65.625],(19.875;21.25],(46.125;47.625],<=40.125
(33.672;38.75],(51.0;53.125],(17.875;19.375],(48.125;52.75],(64.0;71.375],(18.0;22.75],(76.0;80.5],(24.375;26.25],(46.125;47.625],(48.375;53.5]
(38.75;44.375],(35.25;40.125],<=15.125,(39.75;41.375],(49.625;55.125],(18.0;22.75],(63.75;65.625],(22.0;22.5],(46.125;47.625],(48.375;53.5]
(33.672;38.75],(51.0;53.125],(17.875;19.375],(48.125;52.75],(64.0;71.375],(18.0;22.75],>80.5,(24.375;26.25],(46.125;47.625],(48.375;53.5]
(44.375;46.875],(35.25;40.125],<=15.125,(39.75;41.375],(49.625;55.125],<=16.75,(63.75;65.625],(22.5;24.375],(46.125;47.625],>53.5
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(22.0;22.5],(46.125;47.625],(40.125;45.0]
>48.875,(26.25;35.25],(17.875;19.375],(42.75;43.875],<=43.5,(18.0;22.75],<=63.75,>27.125,(46.125;47.625],>53.5
(27.719;33.672],(48.75;51.0],>21.75,(41.375;42.75],(71.375;78.0],>30.0,(70.5;76.0],(21.25;22.0],(46.125;47.625],(40.125;45.0]
(33.672;38.75],>56.25,(20.0;20.875],(48.125;52.75],(64.0;71.375],(22.75;25.625],(76.0;80.5],(22.5;24.375],(46.125;47.625],>53.5
>48.875,(26.25;35.25],(16.0;17.875],(39.75;41.375],(43.5;49.625],(16.75;18.0],<=63.75,>27.125,(46.125;47.625],>53.5
<=25.063,(53.125;56.25],(20.0;20.875],(41.375;42.75],(55.125;61.625],(28.875;30.0],(63.75;65.625],<=19.875,(46.125;47.625],<=40.125
(38.75;44.375],(40.125;48.75],(16.0;17.875],(39.75;41.375],(61.625;64.0],(16.75;18.0],(65.625;67.0],(19.875;21.25],(46.125;47.625],(48.375;53.5]
<=25.063,(51.0;53.125],(19.375;20.0],(41.375;42.75],(55.125;61.625],(28.875;30.0],<=63.75,<=19.875,(46.125;47.625],<=40.125
(33.672;38.75],(51.0;53.125],(17.875;19.375],(48.125;52.75],(64.0;71.375],(18.0;22.75],>80.5,(24.375;26.25],(46.125;47.625],(48.375;53.5]
(44.375;46.875],(35.25;40.125],<=15.125,(39.75;41.375],(49.625;55.125],<=16.75,(63.75;65.625],(22.5;24.375],(46.125;47.625],>53.5
(44.375;46.875],(35.25;40.125],<=15.125,(39.75;41.375],(49.625;55.125],<=16.75,(63.75;65.625],(22.5;24.375],(46.125;47.625],>53.5
(44.375;46.875],(35.25;40.125],<=15.125,(39.75;41.375],(43.5;49.625],<=16.75,<=63.75,(22.5;24.375],(46.125;47.625],>53.5
(33.672;38.75],>56.25,(20.0;20.875],(48.125;52.75],(64.0;71.375],(22.75;25.625],(76.0;80.5],(22.5;24.375],(46.125;47.625],>53.5
<=25.063,(51.0;53.125],(17.875;19.375],(43.875;45.5],(61.625;64.0],(28.875;30.0],(67.0;68.625],<=19.875,(46.125;47.625],<=40.125
(25.063;27.719],(53.125;56.25],>21.75,(42.75;43.875],(64.0;71.375],>30.0,(65.625;67.0],(21.25;22.0],(46.125;47.625],<=40.125
(27.719;33.672],(51.0;53.125],(20.875;21.75],(39.75;41.375],(64.0;71.375],>30.0,(67.0;68.625],(21.25;22.0],(46.125;47.625],<=40.125
(27.719;33.672],(51.0;53.125],>21.75,(42.75;43.875],(71.375;78.0],>30.0,(70.5;76.0],(22.5;24.375],(46.125;47.625],(40.125;45.0]
(33.672;38.75],>56.25,(20.0;20.875],(48.125;52.75],(64.0;71.375],(18.0;22.75],(76.0;80.5],(22.5;24.375],(46.125;47.625],>53.5
(44.375;46.875],(26.25;35.25],<=15.125,(39.75;41.375],(43.5;49.625],<=16.75,<=63.75,(24.375;26.25],(46.125;47.625],>53.5
<=25.063,(51.0;53.125],(19.375;20.0],(41.375;42.75],(55.125;61.625],(27.125;28.875],<=63.75,<=19.875,(46.125;47.625],<=40.125
(33.672;38.75],(51.0;53.125],(17.875;19.375],(45.5;48.125],(64.0;71.375],(18.0;22.75],>80.5,(22.5;24.375],(46.125;47.625],>53.5
